time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-05T04:46:32.033Z,18.7201,92.8935,10,4.7,mb,,170,3.957,0.64,us,us70004aq6,2019-07-05T05:49:08.040Z,"158km S of Akyab, Burma",earthquake,10.8,1.9,0.099,31,reviewed,us,us
2019-07-05T04:33:04.910Z,35.6588333,-117.5178333,2.08,2.54,ml,22,97,0.08523,0.17,ci,ci38447727,2019-07-05T17:16:19.432Z,"15km ENE of Ridgecrest, CA",earthquake,0.26,0.66,0.139,27,automatic,ci,ci
2019-07-05T04:14:59.360Z,38.8076668,-122.8251648,2.16,2.48,md,10,93,0.003357,0.04,nc,nc73207036,2019-07-06T21:58:41.887Z,"7km WNW of The Geysers, CA",earthquake,0.47,0.94,1.92,2,automatic,nc,nc
2019-07-05T04:14:45.340Z,35.6983337,-117.481163,1.26,3.48,ml,57,37,0.1127,0.17,ci,ci38447623,2019-07-05T16:08:02.833Z,"10km SW of Searles Valley, CA",earthquake,0.17,0.43,0.184,19,reviewed,ci,ci
2019-07-05T04:13:01.170Z,35.6773333,-117.551,7.07,2.62,ml,28,68,0.116,0.15,ci,ci38447599,2019-07-05T04:23:53.580Z,"13km ENE of Ridgecrest, CA",earthquake,0.2,0.84,0.078,27,automatic,ci,ci
2019-07-05T04:11:38.470Z,35.7226677,-117.5530014,1.02,3.53,mw,67,45,0.1547,0.16,ci,ci38447591,2019-07-06T04:13:02.560Z,"14km WSW of Searles Valley, CA",earthquake,0.17,0.43,,4,reviewed,ci,ci
2019-07-05T04:09:24.838Z,56.3273,-148.8223,22.34,3.3,ml,,219,2.52,0.53,us,us70004ap8,2019-07-05T04:38:06.040Z,"271km SE of Kodiak, Alaska",earthquake,5.8,9.1,0.043,70,reviewed,us,us
2019-07-05T03:56:54.938Z,56.3747,-148.8708,19.99,3.3,ml,,188,2.47,0.55,us,us70004ap0,2019-07-05T04:20:11.040Z,"266km SE of Kodiak, Alaska",earthquake,8.8,8.6,0.043,70,reviewed,us,us
2019-07-05T03:50:13.940Z,35.7093333,-117.4758333,0.41,2.52,ml,30,64,0.1231,0.18,ci,ci38447407,2019-07-05T04:02:37.399Z,"9km SW of Searles Valley, CA",earthquake,0.28,0.65,0.128,25,automatic,ci,ci
2019-07-05T03:46:54.390Z,35.6823349,-117.5,0.59,3.07,ml,54,63,0.1005,0.18,ci,ci38447391,2019-07-05T04:16:50.049Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.54,0.157,25,reviewed,ci,ci
2019-07-05T03:46:12.730Z,35.698,-117.4803333,1.34,2.56,ml,29,64,0.1122,0.16,ci,ci38447383,2019-07-05T03:57:04.920Z,"10km SW of Searles Valley, CA",earthquake,0.24,0.72,0.099,26,automatic,ci,ci
2019-07-05T03:25:20.610Z,35.6911667,-117.5123333,4.17,2.54,ml,31,61,0.1121,0.14,ci,ci38447231,2019-07-05T03:51:40.295Z,"13km SW of Searles Valley, CA",earthquake,0.21,0.79,0.073,25,automatic,ci,ci
2019-07-05T03:22:26.190Z,19.3403,-68.204,88,3.09,md,12,209,0.9855,0.35,pr,pr2019186001,2019-07-05T08:04:23.911Z,"86km NNE of Punta Cana, Dominican Republic",earthquake,3.24,3.58,0.32,10,reviewed,pr,pr
2019-07-05T03:21:33.030Z,35.7783333,-117.6173333,1.76,2.53,ml,28,58,0.1237,0.19,ci,ci38447207,2019-07-05T03:32:26.540Z,"18km NNE of Ridgecrest, CA",earthquake,0.26,0.51,0.133,26,automatic,ci,ci
2019-07-05T03:19:53.710Z,35.6426659,-117.529335,0.61,3.32,ml,22,189,0.1784,0.13,ci,ci38447191,2019-07-05T04:17:38.128Z,"14km E of Ridgecrest, CA",earthquake,0.65,0.55,0.208,22,reviewed,ci,ci
2019-07-05T03:15:18.720Z,35.6286659,-117.5633316,3.95,3.27,ml,65,41,0.09253,0.18,ci,ci38447143,2019-07-05T04:18:13.542Z,"10km E of Ridgecrest, CA",earthquake,0.16,0.59,0.252,20,reviewed,ci,ci
2019-07-05T03:01:13.270Z,35.744,-117.5648333,5.49,2.72,ml,27,57,0.1596,0.14,ci,ci38447055,2019-07-05T03:11:49.850Z,"15km W of Searles Valley, CA",earthquake,0.2,1.33,0.19,25,automatic,ci,ci
2019-07-05T02:59:49.610Z,35.661,-117.519,0.21,2.81,ml,29,62,0.08756,0.26,ci,ci38447047,2019-07-05T03:10:45.950Z,"15km ENE of Ridgecrest, CA",earthquake,0.39,31.61,0.145,26,automatic,ci,ci
2019-07-05T02:23:55.650Z,35.7128333,-117.4743333,0.81,2.8,ml,27,64,0.1264,0.16,ci,ci38446831,2019-07-05T23:42:20.032Z,"9km SW of Searles Valley, CA",earthquake,0.24,0.74,0.148,26,automatic,ci,ci
2019-07-05T02:21:37.980Z,35.6023333,-117.602,5.11,2.47,ml,23,97,0.115,0.17,ci,ci38446815,2019-07-05T02:32:52.990Z,"7km ESE of Ridgecrest, CA",earthquake,0.28,1.34,0.127,26,automatic,ci,ci
2019-07-05T02:19:41.860Z,35.7746658,-117.6169968,2.35,3.25,ml,53,53,0.1249,0.18,ci,ci38446807,2019-07-05T02:34:51.062Z,"18km NNE of Ridgecrest, CA",earthquake,0.16,0.44,0.283,22,reviewed,ci,ci
2019-07-05T02:18:37.050Z,35.6106667,-117.591,6.67,2.45,ml,24,59,0.1077,0.12,ci,ci38446799,2019-07-05T11:53:08.043Z,"8km E of Ridgecrest, CA",earthquake,0.2,0.66,0.155,26,automatic,ci,ci
2019-07-05T02:13:51.940Z,35.6405,-117.5578333,10.3,2.65,ml,28,59,0.09474,0.19,ci,ci38446767,2019-07-05T06:06:10.008Z,"11km ENE of Ridgecrest, CA",earthquake,0.31,0.76,0.165,26,automatic,ci,ci
2019-07-05T02:12:15.291Z,42.205,78.6871,10,4.6,mb,,66,0.363,0.87,us,us70004akb,2019-07-05T02:52:28.040Z,"35km SSE of Teploklyuchenka, Kyrgyzstan",earthquake,6.1,1.9,0.073,56,reviewed,us,us
2019-07-05T02:08:23.203Z,-14.799,-173.4526,10,5,mb,,79,1.848,1.42,us,us70004akl,2019-07-05T02:40:51.040Z,"131km NNE of Hihifo, Tonga",earthquake,8,1.7,0.041,194,reviewed,us,us
2019-07-05T02:08:20.020Z,35.7016678,-117.4778366,0.52,2.47,ml,33,64,0.1156,0.18,ci,ci38446711,2019-07-05T02:39:27.291Z,"10km SW of Searles Valley, CA",earthquake,0.22,0.46,0.221,26,automatic,ci,ci
2019-07-05T02:05:19.160Z,35.6558342,-117.5234985,1.57,3.34,ml,55,61,0.08533,0.14,ci,ci38446671,2019-07-05T02:48:27.510Z,"14km ENE of Ridgecrest, CA",earthquake,0.16,0.5,0.205,21,reviewed,ci,ci
2019-07-05T02:01:59.120Z,35.6409988,-117.5476685,10.56,3.98,mw,64,43,0.08836,0.24,ci,ci38446647,2019-07-06T19:37:28.073Z,"12km E of Ridgecrest, CA",earthquake,0.2,0.45,,6,reviewed,ci,ci
2019-07-05T02:01:40.910Z,35.7734985,-117.6149979,0.22,3.21,ml,44,53,0.1622,0.15,ci,ci38446639,2019-07-05T02:18:12.785Z,"18km NNE of Ridgecrest, CA",earthquake,0.14,0.43,0.298,23,reviewed,ci,ci
2019-07-05T01:58:08.390Z,31.8341667,-115.8145,14.71,3.36,ml,33,123,0.2045,0.25,ci,ci38446623,2019-07-08T01:22:31.910Z,"72km E of Maneadero, B.C., MX",earthquake,0.34,0.73,0.18,161,reviewed,ci,ci
2019-07-05T01:58:07.280Z,35.7118333,-117.4681667,0.68,2.68,ml,29,64,0.1252,0.17,ci,ci38446615,2019-07-05T02:09:10.270Z,"8km SW of Searles Valley, CA",earthquake,0.27,0.76,0.099,25,automatic,ci,ci
2019-07-05T01:57:20.698Z,14.2487,-93.769,10,4.1,mb,,243,2.028,1.41,us,us70004aje,2019-07-06T21:42:29.040Z,"154km WSW of Puerto Madero, Mexico",earthquake,7.1,2,0.095,30,reviewed,us,us
2019-07-05T01:54:53.481Z,-9.1644,-79.6318,35,4.5,mb,,172,3.923,1.03,us,us70004ajh,2019-07-06T21:24:55.040Z,"110km W of Puerto Santa, Peru",earthquake,7.7,2,0.14,15,reviewed,us,us
2019-07-05T01:45:54.030Z,35.5946655,-117.5978317,4.1,2.55,ml,39,37,0.1108,0.17,ci,ci38446527,2019-07-05T01:56:53.240Z,"8km ESE of Ridgecrest, CA",earthquake,0.22,0.74,0.311,23,automatic,ci,ci
2019-07-05T01:42:59.383Z,-6.1809,130.5777,117.1,4.3,mb,,96,1.927,0.6,us,us70004aix,2019-07-06T21:13:44.040Z,"211km NNW of Saumlaki, Indonesia",earthquake,10.5,9.1,0.16,11,reviewed,us,us
2019-07-05T01:35:37.990Z,35.5996667,-117.6036667,4.09,2.45,ml,29,41,0.116,0.14,ci,ci38446471,2019-07-05T01:46:44.370Z,"7km ESE of Ridgecrest, CA",earthquake,0.22,0.78,0.117,26,automatic,ci,ci
2019-07-05T01:18:13.410Z,35.6580009,-117.5221634,1.38,3.12,ml,56,62,0.08647,0.14,ci,ci38446391,2019-07-07T00:27:00.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.41,0.213,24,reviewed,ci,ci
2019-07-05T01:08:53.460Z,35.7254982,-117.5511703,1.29,2.99,ml,52,44,0.1565,0.16,ci,ci38446343,2019-07-07T00:18:01.040Z,"14km WSW of Searles Valley, CA",earthquake,0.16,0.4,0.236,25,reviewed,ci,ci
2019-07-05T00:49:40.920Z,35.7096667,-117.4786667,1.91,2.52,ml,35,64,0.1236,0.17,ci,ci38446175,2019-07-05T18:13:25.820Z,"9km SW of Searles Valley, CA",earthquake,0.19,0.41,0.187,97,reviewed,ci,ci
2019-07-05T00:45:39.420Z,35.6910019,-117.5096664,3.68,3.95,mlr,73,46,0.1112,0.19,ci,ci38446159,2019-07-06T00:47:49.414Z,"13km SW of Searles Valley, CA",earthquake,0.18,0.65,0.183,16,reviewed,ci,ci
2019-07-05T00:33:19.610Z,35.7436676,-117.5556641,5.42,2.66,ml,14,88,0.1666,0.14,ci,ci38446079,2019-07-05T00:35:30.071Z,"14km W of Searles Valley, CA",earthquake,0.4,2.66,0.412,5,automatic,ci,ci
2019-07-05T00:32:06.570Z,35.7028351,-117.4833298,-0.1,4.02,mw,60,53,0.1174,0.13,ci,ci38446071,2019-07-06T00:35:05.993Z,"10km SW of Searles Valley, CA",earthquake,0.14,0.49,,6,reviewed,ci,ci
2019-07-05T00:28:49.030Z,35.7215,-117.5465,7.03,2.8,ml,24,62,0.1512,0.14,ci,ci38446031,2019-07-05T00:39:45.790Z,"14km WSW of Searles Valley, CA",earthquake,0.23,0.89,0.094,25,automatic,ci,ci
2019-07-05T00:23:44.080Z,56.3356,-148.8373,10,3.6,ml,,160,2.508,0.73,us,us70004agt,2019-07-06T22:01:16.548Z,"270km SE of Kodiak, Alaska",earthquake,7.7,2,0.038,92,reviewed,us,us
2019-07-05T00:18:01.340Z,35.7731667,-117.6159973,1.65,4.04,mw,62,43,0.1261,0.18,ci,ci38445975,2019-07-06T00:21:05.312Z,"18km NNE of Ridgecrest, CA",earthquake,0.17,0.42,,6,reviewed,ci,ci
2019-07-05T00:14:05.640Z,35.6458333,-117.5471667,0.29,2.76,ml,25,60,0.09109,0.22,ci,ci38445935,2019-07-05T00:25:09.940Z,"12km ENE of Ridgecrest, CA",earthquake,0.33,31.61,0.131,24,automatic,ci,ci
2019-07-05T00:09:20.880Z,35.7294998,-117.5323334,8.58,2.48,ml,37,59,0.1537,0.15,ci,ci38445911,2019-07-05T00:20:04.400Z,"12km WSW of Searles Valley, CA",earthquake,0.19,0.81,0.231,23,automatic,ci,ci
2019-07-04T23:58:05.654Z,56.3264,-148.7664,10,3.6,mb,,232,2.545,0.41,us,us70004ag6,2019-07-05T06:46:28.006Z,"274km SE of Kodiak, Alaska",earthquake,9.5,2,0.224,5,reviewed,us,us
2019-07-04T23:56:55.810Z,35.745,-117.5345,7.57,2.45,ml,24,80,0.1688,0.19,ci,ci38445855,2019-07-05T00:07:54.160Z,"12km WSW of Searles Valley, CA",earthquake,0.37,2.18,0.085,24,automatic,ci,ci
2019-07-04T23:54:36.440Z,35.6571655,-117.5218353,1.67,3.33,ml,55,45,0.08563,0.17,ci,ci38445839,2019-07-05T00:05:50.460Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.52,0.202,22,reviewed,ci,ci
2019-07-04T23:50:57.280Z,35.7733333,-117.5986667,2.5,2.45,ml,23,65,0.1396,0.13,ci,ci38445823,2019-07-05T00:01:46.470Z,"18km W of Searles Valley, CA",earthquake,0.21,1.11,0.204,25,automatic,ci,ci
2019-07-04T23:42:33.710Z,35.7470016,-117.5681686,2.42,3.72,mw,56,44,0.1581,0.17,ci,ci38445751,2019-07-05T23:44:34.175Z,"15km W of Searles Valley, CA",earthquake,0.16,0.91,,6,reviewed,ci,ci
2019-07-04T23:34:00.850Z,35.6588326,-117.5274963,5.04,4.04,mw,59,44,0.08966,0.16,ci,ci38445703,2019-07-06T21:56:02.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.67,,4,reviewed,ci,ci
2019-07-04T23:31:45.908Z,56.2681,-148.8139,10,3.6,ml,,157,2.559,0.76,us,us70004afd,2019-07-05T04:33:02.040Z,"276km SE of Kodiak, Alaska",earthquake,1.2,2,0.04,82,reviewed,us,us
2019-07-04T23:13:04.910Z,35.7470016,-117.5784988,2.13,3.06,ml,25,111,0.1502,0.14,ci,ci38445503,2019-07-06T21:51:29.040Z,"16km W of Searles Valley, CA",earthquake,0.26,0.61,0.18,22,reviewed,ci,ci
2019-07-04T23:12:40.410Z,35.6711655,-117.4716644,7.11,3.49,ml,64,38,0.08483,0.17,ci,ci38445495,2019-07-05T23:16:02.740Z,"12km SSW of Searles Valley, CA",earthquake,0.17,1.04,0.253,18,reviewed,ci,ci
2019-07-04T23:07:10.780Z,35.7041667,-117.4886667,1.92,2.59,ml,28,63,0.1194,0.14,ci,ci38445463,2019-07-04T23:17:36.470Z,"10km SW of Searles Valley, CA",earthquake,0.23,0.66,0.166,25,automatic,ci,ci
2019-07-04T22:45:16.205Z,-28.0401,-66.877,162.54,4.4,mb,,48,2.333,0.68,us,us70004ae0,2019-07-04T23:06:32.040Z,"44km SE of Londres, Argentina",earthquake,7.5,8.3,0.082,43,reviewed,us,us
2019-07-04T22:42:21.650Z,35.7211685,-117.5240021,2.21,3.2,ml,57,60,0.1435,0.17,ci,ci38445295,2019-07-05T04:22:34.040Z,"12km WSW of Searles Valley, CA",earthquake,0.17,0.53,0.201,20,reviewed,ci,ci
2019-07-04T22:39:53.412Z,54.7099,-159.7473,30.27,4.5,mb,,163,0.152,0.66,us,us70004adv,2019-07-05T05:28:45.337Z,"14km SW of Chernabura Island, Alaska",earthquake,7.8,5.6,0.062,77,reviewed,us,us
2019-07-04T22:30:16.130Z,35.0486667,-118.9321667,6.54,2.87,ml,36,48,0.1263,0.26,ci,ci38445207,2019-07-05T21:10:40.924Z,"12km N of Grapevine, CA",earthquake,0.4,1.65,0.231,26,reviewed,ci,ci
2019-07-04T22:30:07.880Z,35.7008333,-117.4893333,1.85,2.62,ml,30,63,0.1162,0.16,ci,ci38445199,2019-07-04T22:40:51.720Z,"11km SW of Searles Valley, CA",earthquake,0.24,0.75,0.17,24,automatic,ci,ci
2019-07-04T22:29:06.560Z,35.7038333,-117.495,9.8,2.51,ml,27,71,0.1201,0.16,ci,ci38445183,2019-07-05T02:39:47.874Z,"11km SW of Searles Valley, CA",earthquake,0.29,0.76,0.149,26,automatic,ci,ci
2019-07-04T22:12:08.280Z,35.7443333,-117.5663333,1.97,4.47,mw,72,44,0.1586,0.19,ci,ci38445087,2019-07-06T21:48:24.040Z,"15km W of Searles Valley, CA",earthquake,0.11,0.39,,6,reviewed,ci,ci
2019-07-04T22:07:02.091Z,58.8763,-154.3655,110.6,2.7,ml,,,,0.71,ak,ak0198ibk5go,2019-07-05T21:09:46.040Z,"102km SSE of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-04T22:05:22.570Z,35.6534,-117.442,8.97,3.3,ml,,26,0.56,1.17,us,us70004ach,2019-07-06T19:31:17.145Z,"13km SSW of Searles Valley, California",earthquake,3,9.1,0.034,112,reviewed,us,us
2019-07-04T22:02:35.090Z,35.6775017,-117.5148315,2.85,3.35,ml,61,45,0.1004,0.16,ci,ci38445015,2019-07-05T03:56:13.040Z,"14km SW of Searles Valley, CA",earthquake,0.17,0.88,0.201,21,reviewed,ci,ci
2019-07-04T21:47:04.410Z,35.6321678,-117.6071701,9,3.25,ml,50,51,0.1266,0.16,ci,ci38444903,2019-07-05T03:09:48.790Z,"6km ENE of Ridgecrest, CA",earthquake,0.19,0.64,0.231,19,reviewed,ci,ci
2019-07-04T21:46:34.030Z,35.7011667,-117.4786667,0.93,2.5,ml,21,86,0.1152,0.19,ci,ci38444895,2019-07-04T21:55:11.002Z,"10km SW of Searles Valley, CA",earthquake,0.33,0.82,0.168,29,reviewed,ci,ci
2019-07-04T21:44:09.810Z,35.6886667,-117.5163333,6.22,2.45,ml,27,80,0.1111,0.16,ci,ci38444871,2019-07-05T02:39:37.946Z,"13km SW of Searles Valley, CA",earthquake,0.29,1.07,0.132,26,automatic,ci,ci
2019-07-04T21:41:59.830Z,35.7193333,-117.5321667,2.19,2.74,ml,26,59,0.1443,0.13,ci,ci38444847,2019-07-05T02:50:31.636Z,"13km WSW of Searles Valley, CA",earthquake,0.22,0.63,0.177,25,automatic,ci,ci
2019-07-04T21:41:32.320Z,35.6061667,-117.5985,4.14,2.49,ml,18,84,0.1128,0.13,ci,ci38444831,2019-07-05T00:47:38.897Z,"7km ESE of Ridgecrest, CA",earthquake,0.24,0.84,0.163,24,automatic,ci,ci
2019-07-04T21:40:33.450Z,35.6691666,-117.518837,2.04,3.42,ml,59,45,0.09451,0.16,ci,ci38444823,2019-07-05T02:43:36.785Z,"15km SW of Searles Valley, CA",earthquake,0.18,0.54,0.228,20,reviewed,ci,ci
2019-07-04T21:33:34.350Z,35.6155014,-117.5893326,5.43,3.08,ml,50,46,0.1076,0.15,ci,ci38444791,2019-07-05T21:21:22.040Z,"8km E of Ridgecrest, CA",earthquake,0.19,1.05,0.311,20,reviewed,ci,ci
2019-07-04T21:32:46.060Z,35.725,-117.5691667,2.03,2.62,ml,28,57,0.1511,0.18,ci,ci38444783,2019-07-04T21:44:44.532Z,"15km NE of Ridgecrest, CA",earthquake,0.27,0.68,0.16,25,reviewed,ci,ci
2019-07-04T21:28:43.930Z,35.7171667,-117.539,1.23,2.45,ml,28,59,0.1446,0.21,ci,ci38444735,2019-07-05T02:48:40.213Z,"13km WSW of Searles Valley, CA",earthquake,0.29,0.88,0.133,25,automatic,ci,ci
2019-07-04T21:26:35.090Z,35.6766663,-117.5274963,7.39,3,ml,53,52,0.1045,0.21,ci,ci38444719,2019-07-05T21:20:34.040Z,"15km ENE of Ridgecrest, CA",earthquake,0.2,1.02,0.159,22,reviewed,ci,ci
2019-07-04T21:23:15.050Z,35.6951667,-117.4893333,1.65,2.8,ml,27,63,0.1107,0.16,ci,ci38444687,2019-07-04T21:26:57.137Z,"11km SW of Searles Valley, CA",earthquake,0.26,0.75,0.114,25,automatic,ci,ci
2019-07-04T21:07:08.600Z,35.5995,-117.5978333,4.74,2.52,ml,29,41,0.1113,0.18,ci,ci38444559,2019-07-05T03:34:27.212Z,"7km ESE of Ridgecrest, CA",earthquake,0.26,1,0.241,26,automatic,ci,ci
2019-07-04T21:02:55.860Z,35.6896667,-117.4853363,7.08,3.56,ml,61,47,0.1047,0.17,ci,ci38444543,2019-07-05T21:04:53.736Z,"11km SW of Searles Valley, CA",earthquake,0.19,0.69,0.193,19,reviewed,ci,ci
2019-07-04T20:57:34.908Z,56.0393,163.8107,10,4.2,mb,,150,4.262,1.04,us,us70004a9m,2019-07-04T21:36:37.040Z,"85km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake,8.8,1.9,0.093,32,reviewed,us,us
2019-07-04T20:57:12.360Z,35.6585,-117.532,8.73,2.54,ml,26,68,0.09163,0.13,ci,ci38444503,2019-07-05T03:06:51.115Z,"14km ENE of Ridgecrest, CA",earthquake,0.22,0.75,0.133,26,automatic,ci,ci
2019-07-04T20:55:24.820Z,35.7088318,-117.4771652,0.2,3.37,ml,59,54,0.1227,0.22,ci,ci38444487,2019-07-04T21:57:53.885Z,"9km SW of Searles Valley, CA",earthquake,0.18,0.59,0.242,20,reviewed,ci,ci
2019-07-04T20:45:26.620Z,35.7008324,-117.4776688,0.04,3.09,ml,49,55,0.1148,0.15,ci,ci38444407,2019-07-05T01:53:52.056Z,"10km SW of Searles Valley, CA",earthquake,0.17,0.55,0.213,25,reviewed,ci,ci
2019-07-04T20:34:32.100Z,35.640667,-117.5833359,8.68,2.61,ml,42,57,0.1125,0.17,ci,ci38444311,2019-07-04T20:45:24.140Z,"9km ENE of Ridgecrest, CA",earthquake,0.22,0.73,0.183,23,automatic,ci,ci
2019-07-04T20:23:58.650Z,35.6583333,-117.5623333,4.39,2.53,ml,29,58,0.1086,0.2,ci,ci38444271,2019-07-05T02:44:29.496Z,"11km ENE of Ridgecrest, CA",earthquake,0.32,1.17,0.131,21,automatic,ci,ci
2019-07-04T20:23:09.990Z,35.6403351,-117.5996704,9.92,3.4,ml,62,39,0.1242,0.19,ci,ci38444263,2019-07-05T02:44:01.222Z,"7km ENE of Ridgecrest, CA",earthquake,0.17,0.51,0.271,18,reviewed,ci,ci
2019-07-04T20:17:36.830Z,35.699501,-117.4838333,1.03,3.06,ml,50,54,0.1141,0.13,ci,ci38444231,2019-07-06T05:02:32.179Z,"10km SW of Searles Valley, CA",earthquake,0.15,0.49,0.175,25,reviewed,ci,ci
2019-07-04T20:14:50.140Z,35.6991653,-117.5130005,2,3.98,mlr,66,46,0.1198,0.19,ci,ci38444215,2019-07-05T20:16:46.637Z,"12km SW of Searles Valley, CA",earthquake,0.17,0.53,0.234,16,reviewed,ci,ci
2019-07-04T20:11:31.460Z,35.683,-117.5048333,1.69,2.61,ml,28,62,0.1024,0.12,ci,ci38444191,2019-07-05T02:42:51.838Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.56,0.168,26,automatic,ci,ci
2019-07-04T20:06:08.270Z,35.6980019,-117.4881668,8.77,3.38,ml,52,54,0.1133,0.16,ci,ci38444159,2019-07-05T02:42:39.845Z,"11km SW of Searles Valley, CA",earthquake,0.16,0.53,0.228,19,reviewed,ci,ci
2019-07-04T20:04:15.500Z,35.7048333,-117.4868333,1.23,2.56,ml,25,63,0.1198,0.17,ci,ci38444143,2019-07-05T01:45:25.146Z,"10km SW of Searles Valley, CA",earthquake,0.31,0.9,0.115,26,automatic,ci,ci
2019-07-04T20:01:32.930Z,35.678,-117.589,7.89,2.5,ml,26,71,0.1376,0.1,ci,ci38444135,2019-07-05T03:33:41.232Z,"10km NE of Ridgecrest, CA",earthquake,0.13,0.69,0.14,73,reviewed,ci,ci
2019-07-04T19:58:00.220Z,35.7131667,-117.5561667,0.16,2.65,ml,19,132,0.1478,0.14,ci,ci38444119,2019-07-05T02:43:15.648Z,"15km NE of Ridgecrest, CA",earthquake,0.3,31.61,0.16,17,automatic,ci,ci
2019-07-04T19:56:08.190Z,32.168,-115.1458333,24.04,3.48,ml,22,241,0.4722,0.28,ci,ci38444111,2019-07-05T20:01:08.368Z,"7km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,1.22,1.48,0.277,20,reviewed,ci,ci
2019-07-04T19:56:00.500Z,35.6623333,-117.524,1.49,4.16,mw,81,23,0.09089,0.18,ci,ci38444103,2019-07-05T19:59:11.066Z,"14km ENE of Ridgecrest, CA",earthquake,0.1,0.26,,6,reviewed,ci,ci
2019-07-04T19:53:43.920Z,35.7131667,-117.5301667,2.95,2.49,ml,27,60,0.138,0.2,ci,ci38444087,2019-07-05T02:58:57.657Z,"13km WSW of Searles Valley, CA",earthquake,0.3,1.48,0.15,22,automatic,ci,ci
2019-07-04T19:53:18.760Z,35.6596667,-117.5255,2.46,2.48,ml,24,61,0.08938,0.17,ci,ci38444079,2019-07-04T19:57:05.313Z,"14km ENE of Ridgecrest, CA",earthquake,0.27,0.67,0.147,26,automatic,ci,ci
2019-07-04T19:52:13.070Z,35.6086655,-117.590332,4.83,3.02,ml,29,53,0.1067,0.16,ci,ci38444071,2019-07-05T06:17:13.102Z,"8km E of Ridgecrest, CA",earthquake,0.22,0.8,0.215,27,reviewed,ci,ci
2019-07-04T19:51:16.850Z,35.7094994,-117.5566635,0.34,3.34,ml,50,58,0.1449,0.13,ci,ci38444063,2019-07-05T03:04:21.879Z,"15km NE of Ridgecrest, CA",earthquake,0.17,0.51,0.184,23,reviewed,ci,ci
2019-07-04T19:49:04.960Z,35.6828346,-117.4918365,-0.17,3.18,ml,52,63,0.09911,0.17,ci,ci38444047,2019-07-05T03:06:15.549Z,"12km SW of Searles Valley, CA",earthquake,0.18,0.54,0.176,26,reviewed,ci,ci
2019-07-04T19:47:39.230Z,35.7505,-117.546,12.73,2.48,ml,15,158,0.1773,0.17,ci,ci38444031,2019-07-04T19:51:32.586Z,"13km W of Searles Valley, CA",earthquake,0.48,1.64,0.182,26,automatic,ci,ci
2019-07-04T19:40:29.180Z,35.6556667,-117.5158333,1.76,2.65,ml,20,84,0.08169,0.18,ci,ci38443991,2019-07-05T03:02:02.689Z,"15km ENE of Ridgecrest, CA",earthquake,0.3,0.69,0.125,28,automatic,ci,ci
2019-07-04T19:39:49.760Z,35.683,-117.5195,5.84,2.63,ml,22,61,0.107,0.17,ci,ci38443983,2019-07-05T03:27:37.729Z,"14km SW of Searles Valley, CA",earthquake,0.29,1.41,0.135,26,automatic,ci,ci
2019-07-04T19:29:40.340Z,19.6401,-68.123,48,2.64,md,4,341,1.4111,0.27,pr,pr2019185012,2019-07-05T18:04:25.040Z,"116km NNE of Punta Cana, Dominican Republic",earthquake,5.73,19.49,0.42,4,reviewed,pr,pr
2019-07-04T19:27:18.340Z,35.6696667,-117.48,6.24,2.81,ml,26,64,0.08424,0.14,ci,ci38443895,2019-07-05T03:05:39.152Z,"13km SSW of Searles Valley, CA",earthquake,0.28,0.85,0.175,25,automatic,ci,ci
2019-07-04T19:26:20.340Z,35.7086667,-117.4833333,1.39,2.69,ml,27,64,0.1231,0.14,ci,ci38443879,2019-07-04T19:36:55.750Z,"10km SW of Searles Valley, CA",earthquake,0.23,0.68,0.144,25,automatic,ci,ci
2019-07-04T19:22:01.624Z,-4.5866,153.204,59.68,5,mb,,63,1.109,0.97,us,us70004a5j,2019-07-04T19:40:51.040Z,"23km SE of Taron, Papua New Guinea",earthquake,6.2,6.4,0.039,209,reviewed,us,us
2019-07-04T19:21:32.040Z,35.6713333,-117.4803314,3.01,4.5,mw,68,47,0.08593,0.2,ci,ci38443871,2019-07-06T19:31:03.688Z,"13km SSW of Searles Valley, CA",earthquake,0.19,0.82,,4,reviewed,ci,ci
2019-07-04T19:20:51.750Z,35.6389999,-117.5526657,1.11,2.8,ml,35,59,0.09043,0.12,ci,ci38443863,2019-07-04T23:09:52.137Z,"11km E of Ridgecrest, CA",earthquake,0.19,0.47,0.214,26,automatic,ci,ci
2019-07-04T19:17:51.400Z,35.6911659,-117.5121689,1.03,3.23,ml,42,61,0.1121,0.14,ci,ci38443855,2019-07-04T22:43:48.447Z,"13km SW of Searles Valley, CA",earthquake,0.24,0.75,0.252,22,reviewed,ci,ci
